text,label,del_stop,encoding,padding_25,padding_15,padding_10
 억광년 우주서 태양질량 억배 블랙홀 발견 이틀에 별 하나 삼키며 가장 빠른 속도로 팽창 ,5,"['광년', '우주', '태양질량', '억배', '블랙홀', '발견', '하나', '삼키며', '가장', '빠른', '속도', '팽창']","[2751, 346, 7870, 7871, 4145, 85, 201, 7872, 108, 782, 252, 7873, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2751, 346, 7870, 7871, 4145, 85, 201, 7872, 108, 782, 252, 7873, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[252, 7873, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
자율주행차 사고 나면 누구 책임 제도는 무방비 뉴스데스크 앵커 ,5,"['자율', '행차', '사고', '나면', '책임', '제도', '무방비']","[434, 971, 87, 4146, 655, 582, 4147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[434, 971, 87, 4146, 655, 582, 4147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
삼바 불구경 바이오젠 수조원 챙길 듯 월말까지 콜옵션 행사 ,5,"['삼바', '구경', '바이오', '젠', '수조', '챙길', '월말', '콜', '옵션', '행사']","[794, 3566, 107, 1419, 7874, 7875, 2712, 2397, 3386, 318, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[794, 3566, 107, 1419, 7874, 7875, 2712, 2397, 3386, 318, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 년전 억원 투자해,5,['투자'],"[223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
삼바 결과 어떻게나든 ,5,"['삼바', '결과', '어떻게나']","[794, 40, 7876, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[794, 40, 7876, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 배 이익 거두는셈,5,"['이익', '거두는셈']","[677, 7877, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[677, 7877, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 핵잼 사이언스 초소형 무선 곤충 로봇 첫 날갯짓 펼쳤다 서울신문 나우뉴스 ,5,"['핵잼', '사이언스', '초소', '무선', '곤충', '로봇', '날갯짓', '펼쳤다', '서울', '신문']","[7878, 1854, 1395, 2509, 4112, 1539, 7879, 1216, 2, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7878, 1854, 1395, 2509, 4112, 1539, 7879, 1216, 2, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 멀쩡한 리퍼제품 사세요 위메프 바자회 대성공정가대비 할인 판매금 천 만원 기부,5,"['멀쩡한', '리퍼제품', '사세요', '위메프', '바자회', '대성공', '정가', '대비', '할인', '판매', '기부']","[2438, 7880, 7881, 7882, 7883, 7884, 7885, 755, 564, 189, 7886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2438, 7880, 7881, 7882, 7883, 7884, 7885, 755, 564, 189, 7886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 기반 우리 아이 위치 알림이 출시 보험 년 무료커넥트태그의 기능과 핑크퐁 등 인기 있는 디자인 결합,5,"['기반', '아이', '위치', '알림', '출시', '보험', '무료', '커넥트', '태그', '기능', '핑크', '퐁', '인기', '디자인', '결합']","[2466, 68, 2418, 7887, 71, 1188, 1038, 7888, 7889, 484, 7890, 7891, 341, 518, 7892, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2466, 68, 2418, 7887, 71, 1188, 1038, 7888, 7889, 484, 7890, 7891, 341, 518, 7892, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7890, 7891, 341, 518, 7892, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
구매 고객들 모두에게 현대해상 어린이안심보험 서비스 무료 제공,5,"['구매', '고객', '모두', '현대', '해상', '어린이', '안심', '보험', '서비스', '무료', '제공']","[1027, 980, 106, 379, 1063, 1459, 1985, 1188, 96, 1038, 614, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1027, 980, 106, 379, 1063, 1459, 1985, 1188, 96, 1038, 614, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[614, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 샵에서 일부터 구매 가능,5,"['샵', '구매', '가능']","[7893, 1027, 336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7893, 1027, 336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 이데일리 김현아 기자 ,5,['김현아'],"[7894, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7894, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
몸길이 신종 대왕고래 개체군 발견 연구 서울신문 나우뉴스 ,5,"['길이', '신종', '대왕고래', '개체군', '발견', '연구', '서울', '신문']","[2534, 7895, 7896, 7897, 85, 59, 2, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2534, 7895, 7896, 7897, 85, 59, 2, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 결국 도시바메모리 매각 승인 아이뉴스 ,5,"['결국', '도시바', '메모리', '매각', '승인', '아이']","[1149, 666, 792, 1394, 1722, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1149, 666, 792, 1394, 1722, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
낸드 위 도시바 품은 위 비상하나협업으로 기술력 에 안 내줘 다행 ,5,"['낸드', '도시바', '품은', '비상하나', '협업', '기술', '내줘', '다행']","[7898, 666, 7899, 7900, 7901, 396, 2315, 7902, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7898, 666, 7899, 7900, 7901, 396, 2315, 7902, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 아하 우주 억 광년 최장거리 은하 발견 우주의 새벽에 한발짝 더 서울신문 나우뉴스 ,5,"['아하', '우주', '광년', '장거리', '은하', '발견', '우주', '새벽', '발짝', '서울', '신문']","[1037, 346, 2751, 4148, 4149, 85, 346, 632, 4150, 2, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1037, 346, 2751, 4148, 4149, 85, 346, 632, 4150, 2, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
삼성 전자 중고폰 보상 아이폰 값 은 삼성이 높아 전자 전략 프리미엄폰 씽큐 가 일 국내에 정식 출시된 가운데 전자와 삼성전자가 선보인 중고폰 보상프로그램의 보상 가격차에 관심이 쏠린다 애플 아이폰 의 경우 삼성전자가 전자보다 약 만원 가량 높은 보상금액을 실었다 ,5,"['삼성', '전자', '중고', '폰', '보상', '아이폰', '삼성', '높아', '전자', '전략', '프리미엄', '폰', '씽', '국내', '정식', '출시', '전자', '삼', '전자', '선보인', '중고', '폰', '보상', '프로그램', '보상', '가격', '관심', '쏠린다', '애플', '아이폰', '경우', '삼', '전자', '전자', '가량', '높은', '보상', '금액', '실었다']","[17, 152, 716, 127, 285, 77, 17, 1400, 152, 278, 4094, 127, 398, 58, 839, 71, 152, 169, 152, 7903, 716, 127, 285, 1447, 285, 133, 254, 2374, 211, 77, 315, 169, 152, 152, 2508, 691, 285, 3275, 7904]","[839, 71, 152, 169, 152, 7903, 716, 127, 285, 1447, 285, 133, 254, 2374, 211, 77, 315, 169, 152, 152, 2508, 691, 285, 3275, 7904]","[285, 133, 254, 2374, 211, 77, 315, 169, 152, 152, 2508, 691, 285, 3275, 7904]","[77, 315, 169, 152, 152, 2508, 691, 285, 3275, 7904]"
유튜브 유료 서비스 확대 한국 등 개국 첫 출시 서울경제 세계 최대 동영상 사이트인 유튜브 가 유료 서비스를 잇달아 내놓으며 수익 창출에 발 벗고 나섰다 ,5,"['유튜브', '유료', '서비스', '확대', '한국', '개국', '출시', '서울', '경제', '세계', '최대', '동영상', '사이트', '유튜브', '유료', '서비스', '내놓으며', '수익', '창', '출에', '발', '벗고']","[1227, 1980, 96, 417, 3, 1532, 71, 2, 16, 28, 151, 1005, 1168, 1227, 1980, 96, 7905, 654, 781, 7906, 505, 4151, 0, 0, 0]","[1227, 1980, 96, 417, 3, 1532, 71, 2, 16, 28, 151, 1005, 1168, 1227, 1980, 96, 7905, 654, 781, 7906, 505, 4151, 0, 0, 0]","[151, 1005, 1168, 1227, 1980, 96, 7905, 654, 781, 7906, 505, 4151, 0, 0, 0]","[96, 7905, 654, 781, 7906, 505, 4151, 0, 0, 0]"
 씽큐 무난한 출발 흥행 핵심 요소는 초기 예약판매 만대 자급제 단말도 출시 ,5,"['씽', '무난', '출발', '흥행', '핵심', '요소', '예약판매', '만대', '자급', '단말', '출시']","[398, 7907, 509, 1226, 1086, 2664, 7908, 1536, 7909, 7910, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[398, 7907, 509, 1226, 1086, 2664, 7908, 1536, 7909, 7910, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
기존 시리즈와 갤 대기 수요 흡수 관건 ,5,"['기존', '시리즈', '갤', '대기', '수요', '흡수', '관건']","[1213, 1435, 1036, 1922, 498, 3773, 1088, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1213, 1435, 1036, 1922, 498, 3773, 1088, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
엔씨 리니지 총사 클래스 상세 공개 사전 이벤트 진행 디지털데일리 이대호기자 엔씨소프트 대표 김택진 는 모바일 대규모다중접속역할수행게임 리니지 에 새로운 클래스 직업 총사 업데이트를 기념한 사전 이벤트를 오는 일까지 진행한다고 일 밝혔다 ,5,"['엔씨', '리니지', '총사', '클래스', '상세', '공개', '사전', '이벤트', '진행', '디지털', '일리', '이대호', '엔씨소프트', '대표', '김택진', '모바일', '대규모', '다중접속', '역할', '수행', '게임', '리니지', '새로운', '클래스', '직업', '총사', '업데이트', '기념', '사전', '이벤트', '진행', '한다고']","[1983, 519, 4152, 1474, 7911, 31, 640, 453, 80, 705, 1225, 4153, 1772, 24, 2752, 244, 807, 7912, 419, 1080, 7, 519, 257, 1474, 7913, 4152, 1984, 363, 640, 453, 80, 610]","[453, 80, 705, 1225, 4153, 1772, 24, 2752, 244, 807, 7912, 419, 1080, 7, 519, 257, 1474, 7913, 4152, 1984, 363, 640, 453, 80, 610]","[7912, 419, 1080, 7, 519, 257, 1474, 7913, 4152, 1984, 363, 640, 453, 80, 610]","[257, 1474, 7913, 4152, 1984, 363, 640, 453, 80, 610]"
 사이언스 뇌와 연결 시각의 비밀 풀 단서 찾았다뇌연구원 프린스턴대 연구팀,5,"['사이언스', '연결', '시각', '비밀', '풀', '단서', '연구원', '프린스턴대', '연구']","[1854, 761, 4154, 2753, 935, 7914, 949, 7915, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1854, 761, 4154, 2753, 935, 7914, 949, 7915, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
생쥐 망막 전자현미경으로 찍은,5,"['생쥐', '망막', '전자현미경', '찍은']","[7916, 7917, 7918, 2483, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7916, 7917, 7918, 2483, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
초고해상도 차원 영상 분석해,5,"['초고', '해상도', '차원', '영상', '분석']","[4155, 7919, 4095, 508, 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4155, 7919, 4095, 508, 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
눈 뇌 연결 종 시각채널 확인,5,"['연결', '시각', '채널', '확인']","[761, 4154, 3024, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[761, 4154, 3024, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
국제학술지 셀에 연구논문 게재,5,"['국제', '학술지', '셀', '연구', '논문', '게재']","[35, 4144, 2682, 59, 1855, 2754, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[35, 4144, 2682, 59, 1855, 2754, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
길어지는 애플의 고민 어디서 받나 삼성은 비싸고 중국산은 못믿겠고 디지털데일리 신현석기자 삼성디스플레이가 애플에 플렉시블 유기발광다이오드 를 계속 독점 공급할 가능성이 높게 점쳐지고 있다 ,5,"['길어지는', '애플', '고민', '어디서', '삼성', '비싸고', '중국산', '믿겠고', '디지털', '일리', '신현석', '삼', '디스플레이', '애플', '플렉시블', '유기발광다이오드', '계속', '독점', '공급', '가능성', '높게', '쳐지고']","[7920, 211, 327, 7921, 17, 7922, 2391, 7923, 705, 1225, 7924, 169, 1229, 211, 7925, 4156, 198, 3101, 1136, 62, 2321, 7926, 0, 0, 0]","[7920, 211, 327, 7921, 17, 7922, 2391, 7923, 705, 1225, 7924, 169, 1229, 211, 7925, 4156, 198, 3101, 1136, 62, 2321, 7926, 0, 0, 0]","[7924, 169, 1229, 211, 7925, 4156, 198, 3101, 1136, 62, 2321, 7926, 0, 0, 0]","[4156, 198, 3101, 1136, 62, 2321, 7926, 0, 0, 0]"
 한국 숫자 도메인 내년 도입된다 서울 연합뉴스 최현석 기자 내년부터 한국 이나 등과 같이 숫자로 된 도메인 인터넷상 웹사이트 주소 등록이 가능해진다 ,5,"['한국', '숫자', '도메인', '내년', '도입', '서울', '최현석', '내년', '한국', '숫자', '도메인', '인터넷', '웹사이트', '주소', '등록', '가능해진다']","[3, 2333, 4157, 574, 265, 2, 7927, 574, 3, 2333, 4157, 543, 7928, 7929, 293, 7930, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 2333, 4157, 574, 265, 2, 7927, 574, 3, 2333, 4157, 543, 7928, 7929, 293, 7930, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4157, 543, 7928, 7929, 293, 7930, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7930, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
카카오 카카오 합병 카톡 멜론 시너지 효과 강화 종합 음악 영상 등 콘텐츠 부문은 별도 법인 설립 글로벌 시장서 성과 낼 것 ,5,"['카카오', '카카오', '합병', '카톡', '멜론', '시너지', '효과', '강화', '음악', '영상', '콘텐츠', '부문', '법인', '설립', '글로벌', '시장', '성과', '낼']","[135, 135, 806, 2748, 1538, 7931, 296, 503, 2567, 508, 842, 788, 1408, 2401, 433, 45, 1079, 1649, 0, 0, 0, 0, 0, 0, 0]","[135, 135, 806, 2748, 1538, 7931, 296, 503, 2567, 508, 842, 788, 1408, 2401, 433, 45, 1079, 1649, 0, 0, 0, 0, 0, 0, 0]","[842, 788, 1408, 2401, 433, 45, 1079, 1649, 0, 0, 0, 0, 0, 0, 0]","[45, 1079, 1649, 0, 0, 0, 0, 0, 0, 0]"
카톡 멜론 카카오 카카오 카카오 합병카카오 내 지적재산권 따로 사업화할 별도 법인 출범 계획,5,"['카톡', '멜론', '카카오', '카카오', '카카오', '합병', '카카오', '지적재산권', '따로', '사업', '화할', '법인', '출범', '계획']","[2748, 1538, 135, 135, 135, 806, 135, 4138, 1028, 149, 4139, 1408, 1790, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2748, 1538, 135, 135, 135, 806, 135, 4138, 1028, 149, 4139, 1408, 1790, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4139, 1408, 1790, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 이데일리 김유성 기자 카카오 가 자회사이자 국내 최대 음원스트리밍 서비스 멜론 운영사 카카오 을 합병한다고 일 공시했다 카카오와 카카오 은 이날 각각 이사회를 개최했고 양사의 합병을 결정했다 ,5,"['김유성', '카카오', '자회사', '이자', '국내', '최대', '음원', '스트리밍', '서비스', '멜론', '운영', '카카오', '합병', '한다고', '공시', '카카오', '카카오', '각각', '이사회', '개최', '했고', '양사', '합병', '결정']","[4140, 135, 1776, 785, 58, 151, 2746, 2747, 96, 1538, 424, 135, 806, 610, 1433, 135, 135, 516, 1128, 30, 347, 2749, 806, 215, 0]","[4140, 135, 1776, 785, 58, 151, 2746, 2747, 96, 1538, 424, 135, 806, 610, 1433, 135, 135, 516, 1128, 30, 347, 2749, 806, 215, 0]","[424, 135, 806, 610, 1433, 135, 135, 516, 1128, 30, 347, 2749, 806, 215, 0]","[135, 135, 516, 1128, 30, 347, 2749, 806, 215, 0]"
 과학을 읽다 세기 최고의 발명품은 물티슈 아시아경제 김종화 기자 인류 역사상 최고의 발명품은 무엇일까요 누구는 문자 라고 하고 다른 사람은 컴퓨터 라고 합니다 무엇이든 최고의 발명품이 될 자격은 충분합니다 ,5,"['과학', '읽다', '세기', '최고', '발명품', '물티슈', '아시아', '경제', '김종화', '인류', '역사상', '최고', '발명품', '일까', '문자', '사람', '컴퓨터', '이든', '최고', '발명품', '자격', '충분합니다']","[608, 7932, 1906, 65, 2755, 7933, 20, 16, 4158, 3255, 1950, 65, 2755, 1700, 1059, 52, 4076, 2745, 65, 2755, 2756, 7934, 0, 0, 0]","[608, 7932, 1906, 65, 2755, 7933, 20, 16, 4158, 3255, 1950, 65, 2755, 1700, 1059, 52, 4076, 2745, 65, 2755, 2756, 7934, 0, 0, 0]","[1950, 65, 2755, 1700, 1059, 52, 4076, 2745, 65, 2755, 2756, 7934, 0, 0, 0]","[52, 4076, 2745, 65, 2755, 2756, 7934, 0, 0, 0]"
자율주행차 사고 나면 누구 책임 제도는 무방비 뉴스데스크 앵커 ,5,"['자율', '행차', '사고', '나면', '책임', '제도', '무방비']","[434, 971, 87, 4146, 655, 582, 4147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[434, 971, 87, 4146, 655, 582, 4147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
넷플릭스 국내 진출 돕는 생태계파괴 논란한국방송협회 양사 제휴 강력 규탄,5,"['넷플릭스', '국내', '진출', '돕는', '생태계', '파괴', '논란', '한국', '협회', '양사', '제휴', '강력', '규탄']","[7935, 58, 49, 2646, 4159, 2627, 8, 3, 454, 2749, 4160, 1480, 1441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7935, 58, 49, 2646, 4159, 2627, 8, 3, 454, 2749, 4160, 1480, 1441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4160, 1480, 1441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 국내 콘텐츠 사업자 대비,5,"['국내', '콘텐츠', '사업자', '대비']","[58, 842, 663, 755, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[58, 842, 663, 755, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 분의 수준 수수료 역차별,5,"['수준', '수수료', '역차별']","[263, 2409, 7936, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[263, 2409, 7936, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
국내 미디어생태계 파괴행위 ,5,"['국내', '미디어', '생태계', '파괴', '행위']","[58, 2662, 4159, 2627, 639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[58, 2662, 4159, 2627, 639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
정부에 부당제휴 적극대응 요청,5,"['정부', '부당', '제휴', '적극', '대응', '요청']","[19, 3029, 4160, 367, 186, 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 3029, 4160, 367, 186, 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
외계생물의 상징 녹색피 비밀 풀었다뉴기니섬 녹색피 도마뱀 유전자 분석 결과 ,5,"['외계생물', '상징', '녹색', '비밀', '풀었다', '뉴기니섬', '녹색', '도마뱀', '유전자', '분석', '결과']","[7937, 4043, 1494, 2753, 7938, 7939, 1494, 7940, 2510, 216, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7937, 4043, 1494, 2753, 7938, 7939, 1494, 7940, 2510, 216, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
이통 사 장비 최종 후보군 선정 화웨이 가시권 아이뉴스 ,5,"['이통', '장비', '최종', '후보', '선정', '화웨이', '아이']","[2757, 7941, 408, 38, 775, 4161, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2757, 7941, 408, 38, 775, 4161, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
