,key,value
3028,하고싶습니다,3028
3029,확률,3029
3030,겁니다,3030
3031,받습니다,3031
3032,졋,3032
3033,웃기,3033
3034,된데요,3034
3035,누나,3035
3036,아니겠지,3036
3037,나와야,3037
3038,힘들었습니다,3038
3039,힘들어졌어요,3039
3040,충돌,3040
3041,일까봐,3041
3042,드려도,3042
3043,사분,3043
3044,이었는데,3044
3045,그렇긴,3045
3046,코팩,3046
3047,이딴,3047
3048,가야되,3048
3049,느끼는,3049
3050,허벅지,3050
3051,보는데,3051
3052,하겠어서,3052
3053,범불안장애,3053
3054,바르르,3054
3055,소음,3055
3056,예민하게,3056
3057,들리거나,3057
3058,발전기,3058
3059,돌아가는,3059
3060,익셀,3060
3061,뜯는데,3061
3062,뒷,3062
3063,꽉,3063
3064,들어가는,3064
3065,안이,3065
3066,없어도,3066
3067,보내는,3067
3068,버티는,3068
3069,관계도,3069
3070,일어날지,3070
3071,카톡,3071
3072,봤었던,3072
3073,있기도,3073
3074,내셨어요,3074
3075,바꾸는데,3075
3076,입국,3076
3077,혐의,3077
3078,아스,3078
3079,퍼거,3079
3080,보려,3080
3081,해볼,3081
3082,보호,3082
3083,편하게,3083
3084,다기,3084
3085,걸릴까,3085
3086,혼란,3086
3087,분명히,3087
3088,자궁,3088
3089,위치,3089
3090,하시면서,3090
3091,째인데요,3091
3092,한상태,3092
3093,통보,3093
3094,날라오나요,3094
3095,지나도,3095
3096,좋아질,3096
3097,역서,3097
3098,년치,3098
3099,본다고,3099
3100,없거든요,3100
3101,면접,3101
3102,다녔어요,3102
3103,유발,3103
3104,천안,3104
3105,떨궈지면,3105
3106,하는건데,3106
3107,모자,3107
3108,수학,3108
3109,답답하고,3109
3110,숨도,3110
3111,괜찮아져요,3111
3112,다지,3112
3113,한창,3113
3114,소방,3114
3115,자연,3115
3116,연관,3116
3117,그런데도,3117
3118,해보려고,3118
3119,안될,3119
3120,근로,3120
3121,등록,3121
3122,스택,3122
3123,외로워,3123
3124,느껴지는데,3124
3125,괴로워요,3125
3126,돼야,3126
3127,목표,3127
3128,되엇습니,3128
3129,꾸,3129
3130,있긴,3130
3131,걸릴,3131
3132,않나,3132
3133,높나요,3133
3134,끊을,3134
3135,망,3135
3136,없고요,3136
3137,지내는,3137
3138,어려워요,3138
3139,공휴일,3139
3140,곳도,3140
3141,계열,3141
3142,공군,3142
3143,사관학교,3143
3144,유명한,3144
3145,평가,3145
3146,하길래,3146
3147,하셨고,3147
3148,깊이,3148
3149,봤을,3149
3150,스펙트럼,3150
3151,받았구요,3151
3152,주제,3152
3153,느껴지는,3153
3154,착란,3154
3155,디스,3155
3156,포,3156
3157,허가,3157
3158,계,3158
3159,들어야하나요,3159
3160,되기,3160
3161,개원,3161
3162,정신장애,3162
3163,닦을,3163
3164,가려는데,3164
3165,결석,3165
3166,영장,3166
3167,가볼려고,3167
3168,특정,3168
3169,활동,3169
3170,임산부,3170
3171,아기,3171
3172,이렇거든요,3172
3173,있을것,3173
3174,한다는데,3174
3175,하늘나라,3175
3176,느끼면서,3176
3177,장례식,3177
3178,워,3178
3179,정은,3179
3180,없거나,3180
3181,외래,3181
3182,총명,3182
3183,탕,3183
3184,힘들었던,3184
3185,끼칠까,3185
3186,인들,3186
3187,빠짐,3187
3188,오해,3188
3189,하고도,3189
3190,대갈,3190
3191,당할것,3191
3192,갈수있을까요,3192
3193,뇌쪽,3193
3194,일어나는데,3194
3195,되죠,3195
3196,때리게,3196
3197,법원,3197
3198,정식,3198
3199,기초,3199
3200,수급,3200
3201,떼는것인지,3201
3202,헷갈려서요,3202
3203,오픈,3203
3204,보내려고,3204
3205,생명,3205
3206,남편,3206
3207,필요할까,3207
3208,먹고있고,3208
3209,린,3209
3210,아미,3210
3211,식욕억제제,3211
3212,안되는게,3212
3213,알려주세여,3213
3214,매주,3214
3215,기재,3215
3216,나머지,3216
3217,보고싶어요,3217
3218,살짝,3218
3219,마감,3219
3220,싶은건,3220
3221,가고싶다고,3221
3222,다녀오는게,3222
3223,맞는걸,3223
3224,십여,3224
3225,뱃살,3225
3226,기다립니다,3226
3227,학회,3227
3228,상급,3228
3229,종합병원,3229
3230,춘천,3230
3231,할머니,3231
3232,저리,3232
3233,했,3233
3234,나누고,3234
3235,재판정,3235
3236,훈련,3236
3237,예비군,3237
3238,민방위,3238
3239,들어가는지,3239
3240,원했습니다,3240
3241,받았,3241
3242,채용,3242
3243,이러셔서,3243
3244,먹으려,3244
3245,발기,3245
3246,옮긴,3246
3247,멍한,3247
3248,나오더라고요,3248
3249,슬슬,3249
3250,답답해요,3250
3251,어머님,3251
3252,이대,3252
3253,전달,3253
3254,주는,3254
3255,말씀드렸더니,3255
3256,다녀왔는데,3256
3257,하시더라구요,3257
3258,누우,3258
3259,일어나면,3259
3260,일어나는,3260
3261,람,3261
3262,하얀색,3262
3263,취준생,3263
3264,잘해주는,3264
3265,마셔도,3265
3266,채팅,3266
3267,면서,3267
3268,마레,3268
3269,설피리드,3269
3270,에스,3270
3271,억제,3271
3272,가까운,3272
3273,미,3273
3274,걸리는,3274
3275,와도,3275
3276,되니,3276
3277,계신,3277
3278,싶다는,3278
3279,국군,3279
3280,참으면서,3280
3281,흘렀습니다,3281
3282,선뜻,3282
3283,망설여,3283
3284,함부로,3284
3285,않죠,3285
3286,눈꺼풀,3286
3287,드려요,3287
3288,일어납니다,3288
3289,같지가,3289
3290,씁니다,3290
3291,심각하게,3291
3292,낸,3292
3293,많았고,3293
3294,심해져요,3294
3295,출근,3295
3296,상비약,3296
3297,일수,3297
3298,도수,3298
3299,ㅈㅅ,3299
3300,휴가,3300
3301,빠지게,3301
3302,이러는,3302
3303,나서도,3303
3304,난생,3304
3305,웃으면,3305
3306,뜬금없이,3306
3307,만난,3307
3308,돔황챠,3308
3309,싫어집니다,3309
3310,겟,3310
3311,흑인,3311
3312,주인공,3312
3313,흘려,3313
3314,시그널,3314
3315,보내신,3315
3316,문병원,3316
3317,분야,3317
3318,따,3318
3319,들었거든요,3319
3320,영어,3320
3321,깜박임,3321
3322,다녀올,3322
3323,눈동자,3323
3324,치켜뜨는,3324
3325,켁켁거리,3325
3326,챌,3326
3327,심한데요,3327
3328,가급적,3328
3329,먹던데,3329
3330,먹여야,3330
3331,끝나지,3331
3332,않을텐데,3332
3333,먹이려고,3333
3334,힘들어하는데도,3334
3335,막막하네요,3335
3336,성추행,3336
3337,당해,3337
3338,다니며,3338
3339,토대,3339
3340,똑같은지,3340
3341,필요한데,3341
3342,주실까,3342
3343,느끼고,3343
3344,단점,3344
3345,산책,3345
3346,받을까요,3346
3347,제과제빵,3347
3348,설거지,3348
3349,할수가,3349
3350,왼쪽,3350
3351,쓰려서,3351
3352,연말정산,3352
3353,죽고싶은데,3353
3354,국가고시,3354
3355,야하잖아요,3355
3356,잤는데,3356
3357,온몸,3357
3358,든지,3358
3359,찾지,3359
3360,사유,3360
3361,소요,3361
3362,기력,3362
3363,없어져요,3363
3364,있었던,3364
3365,낀듯,3365
3366,버텼는데,3366
3367,숙제,3367
3368,영원히,3368
3369,살고싶은데,3369
3370,마찬가지,3370
3371,근래,3371
3372,느껴집니다,3372
3373,제라,3373
3374,적혀있어요,3374
3375,독일,3375
3376,모르겠더라구요,3376
3377,울어서,3377
3378,생깁니다,3378
3379,텅빈,3379
3380,재미,3380
3381,나와있어서,3381
3382,닮은,3382
3383,겪는,3383
3384,어려울,3384
3385,대입,3385
3386,없어지고,3386
3387,감수,3387
3388,이런건,3388
3389,결혼,3389
3390,빠지나요,3390
3391,으로라도,3391
3392,쪄,3392
3393,버렸어요,3393
3394,먹지도,3394
3395,남는다,3395
3396,몬정,3396
3397,보건복지부,3397
3398,의료인,3398
3399,제공,3399
3400,탔는데,3400
3401,불가능한,3401
3402,단순한,3402
3403,물어보니,3403
3404,안된다,3404
3405,야해요,3405
3406,주기,3406
3407,미친듯이,3407
3408,기를,3408
3409,드십니다,3409
3410,나아지질,3410
3411,블랙아웃,3411
3412,날때,3412
3413,산본,3413
3414,신혼,3414
3415,같을,3415
3416,나올거,3416
3417,되어있습니다,3417
3418,앓고있는,3418
3419,태어난게,3419
3420,넌,3420
3421,태어나,3421
3422,치기,3422
3423,목적,3423
3424,싶으면,3424
3425,있,3425
3426,들었었는데,3426
3427,음악,3427
3428,그치만,3428
3429,직전,3429
3430,나가는게,3430
3431,이상해져서,3431
3432,묻지마범죄,3432
3433,저지르고,3433
3434,금치산자,3434
3435,공식,3435
3436,했었을,3436
3437,않다는,3437
3438,졸피뎀,3438
3439,하필,3439
3440,이긴한데,3440
3441,답답해서,3441
3442,운전,3442
3443,모로,3443
3444,줄여,3444
3445,나오더라구요,3445
3446,터울,3446
3447,워낙,3447
3448,와의,3448
3449,되고싶은,3449
3450,길게,3450
3451,가까이,3451
3452,힘들다는,3452
3453,선호,3453
3454,후유증,3454
3455,치면,3455
3456,자기전에,3456
3457,메,3457
3458,시드,3458
3459,가자고,3459
3460,주의,3460
3461,노란,3461
3462,꺼,3462
3463,뇌출혈,3463
3464,있구요,3464
3465,나는데,3465
3466,보다가,3466
3467,해주고,3467
3468,안좋다고,3468
3469,상도,3469
3470,나가서,3470
3471,했냐고,3471
3472,ㅄ,3472
3473,이냐,3473
3474,사라져,3474
3475,흘리고,3475
3476,취한,3476
3477,갈려면,3477
3478,돼나요,3478
3479,갱,3479
3480,해볼까,3480
3481,영양,3481
3482,제도,3482
3483,이상해,3483
3484,보일까,3484
3485,아세요,3485
3486,지났습니다,3486
3487,해쳐야,3487
3488,모르,3488
3489,뛰는,3489
3490,무서운데,3490
3491,들은,3491
3492,이불,3492
3493,수건,3493
3494,싫어지고,3494
3495,서서히,3495
3496,바디,3496
3497,아마,3497
3498,약인,3498
3499,간이,3499
3500,하든,3500
3501,도민,3501
3502,이긴,3502
3503,타오,3503
3504,갈까,3504
3505,나면,3505
3506,왔을,3506
3507,남을까요,3507
3508,좋겠다고,3508
3509,아파요,3509
3510,공인,3510
3511,중개사,3511
3512,측면,3512
3513,되고요,3513
3514,힘들었고,3514
3515,맛,3515
3516,쓰다시피,3516
3517,하고싶을,3517
3518,짜증나는데,3518
3519,바꿀수,3519
3520,만큼은,3520
3521,현상,3521
3522,살아가야,3522
3523,살찌는,3523
3524,점수,3524
3525,높게,3525
3526,부담스러워서요,3526
3527,사이비,3527
3528,갈등,3528
3529,받은건,3529
3530,때려,3530
3531,이야,3531
3532,불합격,3532
3533,잇어요,3533
3534,싫거든요,3534
3535,필요시,3535
3536,유리할까,3536
3537,마땅히,3537
3538,괜찮을까,3538
3539,받았거든요,3539
3540,냈습니다,3540
3541,아닌지,3541
3542,오락가락,3542
3543,없었습니다,3543
3544,욱하,3544
3545,좋겠지만,3545
3546,보이는,3546
3547,산후,3547
3548,인게,3548
3549,당당하게,3549
3550,자려는데,3550
3551,유통,3551
3552,기한,3552
3553,남성,3553
3554,잇을까요,3554
3555,유전,3555
3556,뇌구조,3556
3557,고싶다는,3557
3558,고싶어요,3558
3559,말아주세요,3559
3560,우울해져서,3560
3561,못자서,3561
3562,죄인,3562
3563,쪄서,3563
3564,한숨,3564
3565,안산,3565
3566,풀리고,3566
3567,만치,3567
3568,주의력,3568
3569,이사비,3569
3570,악몽,3570
3571,빼,3571
3572,가야하나여,3572
3573,몫,3573
3574,늦기전에,3574
3575,드네,3575
3576,비싼가요,3576
3577,분다,3577
3578,맞벌이,3578
3579,발병,3579
3580,긴장감,3580
3581,심해진,3581
3582,느꼈어요,3582
3583,경직,3583
3584,버벅거리,3584
3585,도전,3585
3586,금제,3586
3587,입장,3587
3588,우느라,3588
3589,적어서,3589
3590,말고도,3590
3591,아닐,3591
3592,성의,3592
3593,커녕,3593
3594,상대,3594
3595,ㄴ,3595
3596,생길,3596
3597,누워있으면,3597
3598,대비,3598
3599,떠는,3599
3600,발톱,3600
3601,편이,3601
3602,듣지,3602
3603,올라서,3603
3604,안좋,3604
3605,바뀌는,3605
3606,이프,3606
3607,돌아다니는,3607
3608,하려니,3608
3609,있는것,3609
3610,나아지는,3610
3611,입사,3611
3612,이동,3612
3613,실업,3613
3614,디엠,3614
3615,경찰서,3615
3616,뜨거,3616
3617,있네요,3617
3618,한다던데,3618
3619,떠는건,3619
3620,시끄럽고,3620
3621,두리,3621
3622,않아도,3622
3623,때매,3623
3624,일병,3624
3625,득,3625
3626,쉬는,3626
3627,증명,3627
3628,할수있는,3628
3629,시절,3629
3630,적게는,3630
3631,같지만,3631
3632,어지러워서,3632
3633,마정,3633
3634,가보래요,3634
3635,숭고한,3635
3636,박애,3636
3637,믿는,3637
3638,동성애자,3638
3639,먹지마라,3639
3640,요한계시록,3640
3641,트랜스포비아,3641
3642,체,3642
3643,없었고,3643
3644,갑상선기능항진증,3644
3645,인공,3645
3646,심각한건,3646
3647,충동조절장애,3647
3648,께서는,3648
3649,하구요,3649
3650,받던,3650
3651,나쁜,3651
3652,결제,3652
3653,싶어도,3653
3654,어떡하죠,3654
3655,군인,3655
3656,호,3656
3657,공유,3657
3658,다니는걸,3658
3659,현실,3659
3660,시미아,3660
3661,가란,3661
3662,롭고,3662
3663,주목,3663
3664,받고싶고,3664
3665,받은것도,3665
3666,같,3666
3667,허나,3667
3668,갔고,3668
3669,기적,3669
3670,트위터,3670
3671,차후,3671
3672,뽑는,3672
3673,두피,3673
3674,발,3674
3675,읽어주셔서,3675
3676,자리,3676
3677,조용히,3677
3678,조제,3678
3679,되면서,3679
3680,꿈속,3680
3681,눌리,3681
3682,깨면,3682
3683,였는지,3683
3684,오메가,3684
3685,환급금,3685
3686,불가능하다고,3686
3687,동광,3687
3688,되었고요,3688
3689,싶거든요,3689
3690,깨진다고,3690
3691,풀리면,3691
3692,가볍게,3692
3693,넘기시는,3693
3694,들으셨어요,3694
3695,있다고만,3695
3696,지나도록,3696
3697,챙기고,3697
3698,저학년,3698
3699,좋아했어서,3699
3700,읽었구요,3700
3701,필통,3701
3702,오거,3702
3703,실내,3703
3704,가방,3704
3705,놓고옵니다,3705
3706,부딪혀서,3706
3707,가서는,3707
3708,갔다고,3708
3709,않으시겠죠,3709
3710,꼬리표,3710
3711,스타브론,3711
3712,낙심,3712
3713,영사관,3713
3714,얕은,3714
3715,끊은지는,3715
3716,됐고요,3716
3717,얽매이면,3717
3718,다투거나,3718
3719,감으면,3719
3720,잠드는데,3720
3721,도형,3721
3722,덮치는,3722
3723,매사,3723
3724,끝없이,3724
3725,우울해지는데,3725
3726,흠,3726
3727,하는지라,3727
3728,애매하다,3728
3729,들어갔습니다,3729
3730,있었는데도,3730
3731,하지도,3731
3732,있었는지도,3732
3733,들으시다가,3733
3734,쉬어지는데,3734
3735,분비,3735
3736,괜찮아진다,3736
3737,끝났는데,3737
3738,아녔나요,3738
3739,올릴러,3739
3740,남김니다,3740
3741,긁었습니다,3741
3742,쓰여있더라구요,3742
3743,하시게,3743
3744,하시는거라면,3744
3745,써있던데,3745
3746,되있는건,3746
3747,어렵,3747
3748,받아주더라구요,3748
3749,역도,3749
3750,왔으면,3750
3751,치과,3751
3752,간다고,3752
3753,아니셔요,3753
3754,데려가셨어요,3754
3755,심하진,3755
3756,심했었어서,3756
3757,먹었어서,3757
3758,심했는진,3758
3759,된다곤,3759
3760,나아지길,3760
3761,바라는,3761
3762,거여,3762
3763,꺼냈다가,3763
3764,결사,3764
3765,죽겠다,3765
3766,하겠고요,3766
3767,참아,3767
3768,안되겠어서,3768
3769,속이고라도,3769
3770,자니,3770
3771,속이는,3771
3772,있자니,3772
3773,ㄷ,3773
3774,원주,3774
3775,뛰어내리지,3775
3776,할지도,3776
3777,일찍,3777
3778,딸꾹질,3778
3779,미치도록,3779
3780,오만,3780
3781,감고,3781
3782,잘려고,3782
3783,저격,3783
3784,처분,3784
3785,살아남는다고,3785
3786,언어치료,3786
3787,가고싶어요,3787
3788,선발,3788
3789,비닐,3789
3790,포장,3790
3791,팍세,3791
3792,론틴,3792
3793,지났더라구요,3793
3794,먹음,3794
3795,하신게,3795
3796,생각나서요,3796
3797,지났을까요,3797
3798,지는데,3798
3799,바꿔야,3799
3800,왠만하면,3800
3801,물어보는데,3801
3802,아니어서,3802
3803,받기만,3803
3804,있거나,3804
3805,웃으며,3805
3806,여느,3806
3807,쿡쿡,3807
3808,찌르듯,3808
3809,답답함을,3809
3810,느끼면서도,3810
3811,해지고,3811
3812,있는가,3812
3813,하고싶거나,3813
3814,피하,3814
3815,고자,3815
3816,욕구,3816
3817,멀쩡히,3817
3818,살아온,3818
3819,물음,3819
3820,던진게,3820
3821,됬는지,3821
3822,나질,3822
3823,클까,3823
3824,망설여지네요,3824
3825,태클,3825
3826,적혀있는것,3826
3827,비슷하다고,3827
3828,않을지,3828
3829,까지가,3829
3830,끝내는,3830
3831,내려만,3831
3832,답답하기만,3832
3833,찾아와,3833
3834,내기,3834
3835,닿지가,3835
3836,다르고,3836
3837,와는,3837
3838,않은게,3838
3839,힘겨운,3839
3840,나날,3840
3841,참아내며,3841
3842,따라가는게,3842
3843,적어져서,3843
3844,알고는,3844
3845,마주,3845
3846,괴롭네요,3846
3847,낼수,3847
3848,있도록,3848
3849,넘게하고있습니다,3849
3850,한랭,3850
3851,알레르기,3851
3852,했다는,3852
3853,전환,3853
3854,받고자,3854
3855,최선일,3855
3856,없어졌을,3856
3857,나서서,3857
3858,어지럽,3858
3859,휴식,3859
3860,된다고는,3860
3861,산부인과,3861
3862,좋다곤,3862
3863,천안시,3863
3864,부근,3864
3865,월지,3865
3866,먹었는대,3866
3867,명칭,3867
3868,리페,3868
3869,리돈정,3869
3870,푸,3870
3871,로쟉,3871
3872,신입,3872
3873,은봉,3873
3874,지로,3874
3875,보관,3875
3876,되어있었어요,3876
3877,어지러운거,3877
3878,많았는데,3878
3879,읽으면,3879
3880,란,3880
3881,마음가짐,3881
3882,였으면,3882
3883,생긴,3883
3884,역등,3884
3885,지안,3885
3886,안당,3886
3887,모르죠,3887
3888,있기는,3888
3889,인정받기,3889
3890,시켜서,3890
3891,왔냐,3891
3892,드신다고,3892
3893,아시나요,3893
3894,어려서,3894
3895,편이었는데,3895
3896,불안해하는,3896
3897,편이거든요,3897
3898,어려워하구요,3898
3899,나아,3899
3900,지리라고만,3900
3901,나아지지가,3901
3902,씻고,3902
3903,한의학,3903
3904,데려가고,3904
3905,복구,3905
3906,해서만,3906
3907,부지,3907
3908,그럴리,3908
3909,끊기로,3909
3910,다녔는지,3910
3911,찾고있는데,3911
3912,때렸단,3912
3913,당했던건,3913
3914,사실이기에,3914
3915,내도,3915
3916,때린건,3916
3917,적혀있어서,3917
3918,불리할까봐,3918
3919,말아야하는지,3919
3920,설거에요,3920
3921,용서,3921
3922,도우,3922
3923,개정,3923
3924,되었잖아요,3924
3925,되어있는데,3925
3926,티아민,3926
3927,날트렉,3927
3928,하이,3928
3929,알콜중독,3929
3930,밀크,3930
3931,시슬,3931
3932,마카,3932
3933,비오틴,3933
3934,살찐다는,3934
3935,짠거,3935
3936,주시나요,3936
3937,오사카,3937
3938,콤플렉스,3938
3939,떨어지는거,3939
3940,앉아있는,3940
3941,넘어가도,3941
3942,아니지,3942
3943,찾아보니까,3943
3944,해주는데,3944
3945,시비,3945
3946,찾아내겠다,3946
3947,가만,3947
3948,두지,3948
3949,않겠다,3949
3950,협박,3950
3951,그칠줄,3951
3952,찾아올것,3952
3953,억울하고,3953
3954,분하네요,3954
3955,협박죄,3955
3956,지병,3956
3957,시달리신,3957
3958,하시며,3958
3959,지냈었어요,3959
3960,악회,3960
3961,심각해지고,3961
3962,병세,3962
3963,심각해져서,3963
3964,심각한데,3964
3965,파업,3965
3966,힘들나,3966
3967,알아보려고,3967
3968,가능한지와,3968
3969,좋은지,3969
3970,준비물,3970
3971,해주시길,3971
3972,살린다고,3972
3973,새롭게,3973
3974,우는것보다는,3974
3975,나갈수도,3975
3976,마주치기,3976
3977,힘들었어요,3977
3978,무서워서요,3978
3979,얻어,3979
3980,순서,3980
3981,기다리면서,3981
3982,어찌나,3982
3983,긁었는지,3983
3984,나갔더라구요,3984
3985,절망,3985
3986,손님,3986
3987,받는다는거는,3987
3988,불가능해요,3988
3989,이안,3989
3990,듣는거,3990
3991,참으면,3991
3992,힌,3992
3993,이가시질,3993
3994,우울해진,3994
3995,싶었지만,3995
3996,참아라,3996
3997,들어가겠습니다,3997
3998,공허,3998
3999,줄어드는,3999
4000,깨,4000
4001,어떻냐,4001
4002,모르시고,4002
4003,당한것만,4003
4004,아십니다,4004
4005,꺼냈습니다,4005
4006,높아,4006
4007,바뀌셨지만,4007
4008,그러,4008
4009,되어가는데,4009
4010,안되냐,4010
4011,다닌다는,4011
4012,널,4012
4013,시키기,4013
4014,꺼린다하십니다,4014
4015,어렵나요,4015
4016,우울해야하나요,4016
4017,참아야하나요,4017
4018,양보,4018
4019,밝은,4019
4020,깨졌는데,4020
4021,우울한게,4021
4022,비탄,4022
4023,다닌거라,4023
4024,시달려서요,4024
4025,올라가는,4025
4026,때메,4026
4027,목요일,4027
4028,상관없어요,4028
4029,보냈고,4029
4030,이었습니다,4030
4031,솔직하게,4031
4032,냈더니,4032
4033,떴었습니다,4033
4034,괜찮아졌고,4034
4035,괜찮으니,4035
4036,보내준다고,4036
4037,원내,4037
4038,봤는데도,4038
4039,알려주셔서,4039
4040,센스,4040
4041,리베,4041
4042,주셨는데요,4042
4043,받는거,4043
4044,아니죠,4044
4045,힘들어하다가,4045
4046,쯔음,4046
4047,다니고있고,4047
4048,도망치듯,4048
4049,빠진,4049
4050,빠진건,4050
4051,썼었는데요,4051
4052,빠지는게,4052
4053,놀러,4053
4054,나간다고,4054
4055,하실거,4055
4056,갈까봐,4056
4057,말씀드리는게,4057
4058,이미지,4058
4059,가려나요,4059
4060,있으려나,4060
4061,받을하,4061
4062,순차,4062
4063,노마,4063
4064,강,4064
4065,얼핏,4065
4066,본건데,4066
4067,비물질,4067
4068,이런내,4068
4069,본거,4069
4070,번외,4070
4071,필러,4071
4072,어떠한가요,4072
4073,덜하다던데,4073
4074,뭉치거나,4074
4075,생긴다던가,4075
4076,좀있는데,4076
4077,믿어,4077
4078,실효,4078
4079,가능한데,4079
4080,가고나서,4080
4081,따라는,4081
4082,따라는데,4082
4083,가능해지는,4083
4084,심해지더니,4084
4085,가는거,4085
4086,힘들어져서,4086
4087,체내,4087
4088,쉬었어요,4088
4089,울적한,4089
4090,우울해지면,4090
4091,죽는거,4091
4092,월초,4092
4093,등교거부,4093
4094,받아야겠다고,4094
4095,울적하지,4095
4096,생긴건,4096
4097,왔는데요,4097
4098,모르실까봐,4098
4099,스타,4099
4100,브론정,4100
4101,냅,4101
4102,탄,4102
4103,나트륨,4103
4104,멕스,4104
4105,듀오,4105
4106,몰서,4106
4107,코슈정,4107
4108,베포엠정,4108
4109,텥,4109
4110,츄,4110
4111,시럽,4111
4112,생긴거,4112
4113,따져도,4113
4114,끊겼습니다,4114
4115,불친절해서,4115
4116,털어놓지,4116
4117,수료,4117
4118,무서워,4118
4119,서보단,4119
4120,남았을,4120
4121,버리겟다,4121
4122,남자라면,4122
4123,버티,4123
4124,싫,4124
4125,버릴거,4125
4126,죽으면,4126
4127,불쌍해서,4127
4128,가난한것도,4128
4129,생기거나,4129
4130,당하는것도,4130
4131,많은것,4131
4132,우울해지네요,4132
4133,한심해서요,4133
4134,우는것,4134
4135,보인다고,4135
4136,심히,4136
4137,낮다는,4137
4138,싫어지는데,4138
4139,가본다니까,4139
4140,말라하고,4140
4141,싫을,4141
4142,만나이,4142
4143,끝낼,4143
4144,모셔가야,4144
4145,데려가면,4145
4146,불편할,4146
4147,뿐이더라고요,4147
4148,가게되,4148
4149,원하는,4149
4150,나오거나,4150
4151,지체,4151
4152,나온다던데,4152
4153,알아보는,4153
4154,볼려,4154
4155,드문가요,4155
4156,붙어있으니,4156
4157,휩슬려,4157
4158,살았고,4158
4159,알코올,4159
4160,때렸습니다,4160
4161,때리기만,4161
4162,분하고,4162
4163,억울해서,4163
4164,잤습니다,4164
4165,간암,4165
4166,권하셔서,4166
4167,여태껏,4167
4168,최후,4168
4169,수단,4169
4170,인분,4170
4171,우울하다고,4171
4172,하겠지,4172
4173,말겠지,4173
4174,이러네요,4174
4175,끊었다고,4175
4176,호들갑,4176
4177,떠는걸,4177
4178,불쾌해지고,4178
4179,부쩍,4179
4180,늘었어요,4180
4181,들이고,4181
4182,그랬고요,4182
4183,알았더니,4183
4184,도짐,4184
4185,나아진,4185
4186,갂가든,4186
4187,쩌,4187
4188,ㄹㅇ,4188
4189,버리겠어요,4189
4190,힌글,4190
4191,살찌는걸,4191
4192,싫어하거든요,4192
4193,우울해지는,4193
4194,건아,4194
4195,닌지,4195
4196,입하려고,4196
4197,뇌심,4197
4198,할게요,4198
4199,야간,4199
4200,안되겠죠,4200
4201,그만하고싶어요,4201
4202,끝내고싶어요,4202
4203,남친,4203
4204,헤어지고,4204
4205,많았어요,4205
4206,깨어있는게,4206
4207,버틸자,4207
4208,신도,4208
4209,나아질거,4209
4210,많다고,4210
4211,나서부터,4211
4212,생겼습니다,4212
4213,굳는,4213
4214,마비,4214
4215,답답하구요,4215
4216,쏠리는것,4216
4217,치료받는게,4217
4218,해병대,4218
4219,먹고있으면,4219
4220,그해,4220
4221,받을려면,4221
4222,서랑,4222
4223,몰라,4223
4224,정부,4224
4225,해보니까,4225
4226,없더라구요,4226
4227,차렸어요,4227
4228,구토,4228
4229,차렸는데,4229
4230,오한,4230
4231,먹은거,4231
4232,들었다는,4232
4233,알았습니다,4233
4234,오나렌정,4234
4235,지르텍정,4235
4236,푸록틴,4236
4237,덧붙여서,4237
4238,이레,4238
4239,해리,4239
4240,정체,4240
4241,양극성장애,4241
4242,섭식장애,4242
4243,알콜,4243
4244,받은것은,4244
4245,넘었습니다,4245
4246,역때매,4246
4247,안된다하여,4247
4248,끊은지,4248
4249,된거,4249
4250,쉰,4250
4251,소득,4251
4252,신용등급,4252
4253,탔습니다,4253
4254,야해서,4254
4255,싫더리,4255
4256,뜨지,4256
4257,않는지,4257
4258,간걸,4258
4259,알리고싶지,4259
4260,일즘,4260
4261,갈거고,4261
4262,안가려고,4262
4263,한계,4263
4264,보려는데,4264
4265,군단,4265
4266,괜찮아진줄,4266
4267,복학,4267
4268,소가,4268
4269,됬더라구요,4269
4270,과태료,4270
4271,기대기자,4271
4272,마누키꿀,4272
4273,되나오,4273
4274,자문,4274
4275,길어지면서,4275
4276,필요하다,4276
4277,부탁드려용,4277
4278,받고있는,4278
4279,편도,4279
4280,아니었고,4280
4281,다니지,4281
4282,않고있던,4282
4283,올라오자마자,4283
4284,상위,4284
4285,이던,4285
4286,하위,4286
4287,지괴감,4287
4288,실망하며,4288
4289,지났고,4289
4290,잡지,4290
4291,부족한거라고,4291
4292,알고있고,4292
4293,싶어하지만,4293
4294,오르게,4294
4295,옥상,4295
4296,올라가서,4296
4297,박히는,4297
4298,위험할지도,4298
4299,모르겠다는,4299
4300,했다고,4300
4301,하겠습니까,4301
4302,부숴,4302
4303,질거,4303
4304,하고싶은,4304
4305,사라지고싶다,4305
4306,죽는건,4306
4307,아프잖아요,4307
4308,아픈건,4308
4309,싫어해서,4309
4310,층간소음,4310
4311,쌓여서,4311
4312,올라가고,4312
4313,떠요,4313
4314,누,4314
4315,보톡스,4315
4316,맞았는데,4316
4317,드려서요,4317
4318,뛰어나고,4318
4319,똑똑하고,4319
4320,똑뿌러지,4320
4321,아이큐,4321
4322,걸릴수도,4322
4323,걸릴수가,4323
4324,아니면은,4324
4325,세도,4325
4326,운영,4326
4327,이루어질까,4327
4328,않는거,4328
4329,하는델,4329
4330,받자고,4330
4331,물감,4331
4332,배는,4332
4333,아픕니다,4333
4334,거려,4334
4335,장문,4335
4336,샌,4336
4337,뛰어요,4337
4338,그럴수도,4338
